URL,country1,date1,country2,date2,country3,date3,country4,date4,country5,date5,country6,date6,country7,date7,country8,date8,country9,date9,country10,date10,country11,date11,country12,date12,country13,date13,country14,date14,country15,date15,country16,date16,country17,date17,country18,date18,country19,date19,country20,date20,country21,date21,country22,date22,country23,date23,country24,date24,country25,date25,country26,date26,country27,date27,country28,date28,country29,date29,country30,date30,country31,date31,country32,date32,country33,date33,country34,date34,country35,date35,country36,date36,country37,date37,country38,date38,country39,date39,country40,date40,country41,date41,country42,date42,country43,date43,country44,date44,country45,date45,country46,date46
https://www.imdb.com/title/tt0421488/,Turkey,"June 27, 2022",Germany,"June 28, 2022",India,"June 28, 2022",Philippines,"June 28, 2022",South Africa,"June 28, 2022",Egypt,"July 28, 2022",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.imdb.com/title/tt0421488/,Turkey,"June 27, 2022",Germany,"June 28, 2022",India,"June 28, 2022",Philippines,"June 28, 2022",South Africa,"June 28, 2022",Egypt,"July 28, 2022",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.imdb.com/title/tt0421488/,Turkey,"June 27, 2022",Germany,"June 28, 2022",India,"June 28, 2022",Philippines,"June 28, 2022",South Africa,"June 28, 2022",Egypt,"July 28, 2022",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.imdb.com/title/tt0421488/,Turkey,"June 27, 2022",Germany,"June 28, 2022",India,"June 28, 2022",Philippines,"June 28, 2022",South Africa,"June 28, 2022",Egypt,"July 28, 2022",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.imdb.com/title/tt0421488/,Turkey,"June 27, 2022",Germany,"June 28, 2022",India,"June 28, 2022",Philippines,"June 28, 2022",South Africa,"June 28, 2022",Egypt,"July 28, 2022",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.imdb.com/title/tt0421488/,Turkey,"June 27, 2022",Germany,"June 28, 2022",India,"June 28, 2022",Philippines,"June 28, 2022",South Africa,"June 28, 2022",Egypt,"July 28, 2022",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.imdb.com/title/tt0421488/,Turkey,"June 27, 2022",Germany,"June 28, 2022",India,"June 28, 2022",Philippines,"June 28, 2022",South Africa,"June 28, 2022",Egypt,"July 28, 2022",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.imdb.com/title/tt0421488/,Turkey,"June 27, 2022",Germany,"June 28, 2022",India,"June 28, 2022",Philippines,"June 28, 2022",South Africa,"June 28, 2022",Egypt,"July 28, 2022",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.imdb.com/title/tt0421488/,Turkey,"June 27, 2022",Germany,"June 28, 2022",India,"June 28, 2022",Philippines,"June 28, 2022",South Africa,"June 28, 2022",Egypt,"July 28, 2022",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.imdb.com/title/tt0421488/,Turkey,"June 27, 2022",Germany,"June 28, 2022",India,"June 28, 2022",Philippines,"June 28, 2022",South Africa,"June 28, 2022",Egypt,"July 28, 2022",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.imdb.com/title/tt0421488/,Turkey,"June 27, 2022",Germany,"June 28, 2022",India,"June 28, 2022",Philippines,"June 28, 2022",South Africa,"June 28, 2022",Egypt,"July 28, 2022",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.imdb.com/title/tt0421488/,Turkey,"June 27, 2022",Germany,"June 28, 2022",India,"June 28, 2022",Philippines,"June 28, 2022",South Africa,"June 28, 2022",Egypt,"July 28, 2022",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.imdb.com/title/tt0421488/,Turkey,"June 27, 2022",Germany,"June 28, 2022",India,"June 28, 2022",Philippines,"June 28, 2022",South Africa,"June 28, 2022",Egypt,"July 28, 2022",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.imdb.com/title/tt0421488/,Turkey,"June 27, 2022",Germany,"June 28, 2022",India,"June 28, 2022",Philippines,"June 28, 2022",South Africa,"June 28, 2022",Egypt,"July 28, 2022",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.imdb.com/title/tt0421488/,Turkey,"June 27, 2022",Germany,"June 28, 2022",India,"June 28, 2022",Philippines,"June 28, 2022",South Africa,"June 28, 2022",Egypt,"July 28, 2022",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.imdb.com/title/tt0421488/,Turkey,"June 27, 2022",Germany,"June 28, 2022",India,"June 28, 2022",Philippines,"June 28, 2022",South Africa,"June 28, 2022",Egypt,"July 28, 2022",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.imdb.com/title/tt0421488/,Turkey,"June 27, 2022",Germany,"June 28, 2022",India,"June 28, 2022",Philippines,"June 28, 2022",South Africa,"June 28, 2022",Egypt,"July 28, 2022",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.imdb.com/title/tt0421488/,Turkey,"June 27, 2022",Germany,"June 28, 2022",India,"June 28, 2022",Philippines,"June 28, 2022",South Africa,"June 28, 2022",Egypt,"July 28, 2022",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.imdb.com/title/tt0421488/,Turkey,"June 27, 2022",Germany,"June 28, 2022",India,"June 28, 2022",Philippines,"June 28, 2022",South Africa,"June 28, 2022",Egypt,"July 28, 2022",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.imdb.com/title/tt0421488/,Turkey,"June 27, 2022",Germany,"June 28, 2022",India,"June 28, 2022",Philippines,"June 28, 2022",South Africa,"June 28, 2022",Egypt,"July 28, 2022",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.imdb.com/title/tt0421488/,Turkey,"June 27, 2022",Germany,"June 28, 2022",India,"June 28, 2022",Philippines,"June 28, 2022",South Africa,"June 28, 2022",Egypt,"July 28, 2022",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.imdb.com/title/tt0421488/,Turkey,"June 27, 2022",Germany,"June 28, 2022",India,"June 28, 2022",Philippines,"June 28, 2022",South Africa,"June 28, 2022",Egypt,"July 28, 2022",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.imdb.com/title/tt0421488/,Turkey,"June 27, 2022",Germany,"June 28, 2022",India,"June 28, 2022",Philippines,"June 28, 2022",South Africa,"June 28, 2022",Egypt,"July 28, 2022",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.imdb.com/title/tt0421488/,Turkey,"June 27, 2022",Germany,"June 28, 2022",India,"June 28, 2022",Philippines,"June 28, 2022",South Africa,"June 28, 2022",Egypt,"July 28, 2022",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.imdb.com/title/tt0421488/,Turkey,"June 27, 2022",Germany,"June 28, 2022",India,"June 28, 2022",Philippines,"June 28, 2022",South Africa,"June 28, 2022",Egypt,"July 28, 2022",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.imdb.com/title/tt0421488/,Turkey,"June 27, 2022",Germany,"June 28, 2022",India,"June 28, 2022",Philippines,"June 28, 2022",South Africa,"June 28, 2022",Egypt,"July 28, 2022",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.imdb.com/title/tt0421488/,Turkey,2021,Turkey,"September 12, 2021",Australia,"September 13, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.imdb.com/title/tt0421488/,United Arab Emirates,"March 3, 2022",Argentina,"March 3, 2022",Australia,"March 3, 2022",Brazil,"March 3, 2022",Canada,"March 3, 2022",Germany,"March 3, 2022",Ecuador,"March 3, 2022",Egypt,"March 3, 2022",Spain,"March 3, 2022",France,"March 3, 2022",United Kingdom,"March 3, 2022",Hong Kong,"March 3, 2022",Indonesia,"March 3, 2022",India,"March 3, 2022",Italy,"March 3, 2022",Japan,"March 3, 2022",South Korea,"March 3, 2022",Mexico,"March 3, 2022",Netherlands,"March 3, 2022",Philippines,"March 3, 2022",Poland,"March 3, 2022",Sweden,"March 3, 2022",Singapore,"March 3, 2022",Thailand,"March 3, 2022",Turkey,"March 3, 2022",Taiwan,"March 3, 2022",United States,"March 3, 2022",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.imdb.com/title/tt0421488/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.imdb.com/title/tt0421488/,United Arab Emirates,"November 12, 2020",Argentina,"November 12, 2020",Australia,"November 12, 2020",Brazil,"November 12, 2020",Canada,"November 12, 2020",Germany,"November 12, 2020",Ecuador,"November 12, 2020",Spain,"November 12, 2020",France,"November 12, 2020",United Kingdom,"November 12, 2020",Indonesia,"November 12, 2020",Israel,"November 12, 2020",India,"November 12, 2020",Italy,"November 12, 2020",South Korea,"November 12, 2020",Mexico,"November 12, 2020",Netherlands,"November 12, 2020",Philippines,"November 12, 2020",Poland,"November 12, 2020",Sweden,"November 12, 2020",Singapore,"November 12, 2020",Turkey,"November 12, 2020",United States,"November 12, 2020",Japan,"November 22, 2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.imdb.com/title/tt0421488/,Turkey,"October 23, 2021",United Arab Emirates,"October 24, 2021",Indonesia,"October 24, 2021",India,"October 25, 2021",Philippines,"October 25, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
