URL,Original Title,English Title,Genre,Episodes,Broadcast Network,Broadcast Start Date,Broadcast End Date,Production Company,Director,Screen Writer,Synopsis,IMDb ID from Turkish,IMDb URL from Turkish,IMDb ID From Turkish
https://www.turkishdrama.com/elif-tv-series.html,Elif,Elif,"Drama, Romance",940.0,Kanal 7,15-Sep-14,10-Jun-19,Green Yapim,"Fulya Yavuzoglu, Canan Yilmaz",Ruya Istanbul,"Little girl Elif (Isabella Damla Guvenilir) lives with his mother Melek (Selin Sezgin), stepfather Veysel (Hasan Balliktas), her step-sister Zeynep (Gulcin Tuncok) and step-brother Murat (Batuhan Soncul). Elif is almost 5 years old but she is much more mature than her peers. She is very helpful and at the same time, strong enough to endure her stepfather’s cruelty.  Veysel is a hopeless, violent gambler who tortures not only Melek but also little Elif. He plans to sell Elif to pay back his gambling debts. Out of pure coincidence, Melek discovers his husband’s ill intention and finds out the passport on behalf of her daughter. In order to save her daughter, she eventually decides to call her long-lasting friend Ayse (Ozanay Alpkan) and asks for her assistance.",tt1286231,https://www.imdb.com/title/tt1286231/,tt1286231
https://www.turkishdrama.com/heart-of-the-city-bu-sehir-arkandan-gelecek.html,Bu Sehir Arkandan Gelecek,This City Will Come After You,"Romance, Drama, Action",20.0,"Netflix, ATV",4-Jan-17,14-Jun-17,Ay Yapim,Cagri Vila Lostuvali,"Ece Yorenc, Melek Gencoglu",Ali Smith (Kerem Bursin) has had a tough life after his mom was killed by his father when he was just 4 years old. He starts to live in cargo boats together with a man Rauf (Osman Alkas) who has cared for him after this tragedy. Ali travels all over the world and considers the cargo boat as his home/country. He becomes a man with no country.,tt6384676,https://www.imdb.com/title/tt6384676/,tt6384676
https://www.turkishdrama.com/his-name-is-legend-adi-efsane.html,Adi Efsane,His Name is Legend,"Family, Romance",,Kanal D,28-Jan-17,29-Aug-17,D Yapim,Devrim Yalcin,"Tunus Tasci, Nazli Sunlu, Hilal YildizSynopsis",,tt6550350,https://www.imdb.com/title/tt6550350/,tt6550350
https://www.turkishdrama.com/phi-fi.html,Fi,Phi,"Romance, Drama",22.0,Puhu Tv,31-Mar-17,9-Mar-18,Ay Yapim,Mert Baykal,Nukhet Bicakci,"This Turkish drama is based on the popular trilogy of novels by Azra Kohen: Phi, Chi, Pi.  Can Manay (Ozan Guven) is a famous psychologist, television personality, and instructor at the university. He is a womanizer, spends each night with different woman but never falls in love. He thinks that he can control everyone he meets.The perfect life of Can Manay turns upside down when he decides to move his house away from the city’s chaos. While he is looking for a new house, Can Manay sees a young woman dancing in the garden near the house and starts to watch her unintentionally. Even though the house does not qualify his requirements, Can Manay buys the house so as to become close to this young dancer, Duru (Serenay Sarikaya).",tt12315074,https://www.imdb.com/title/tt12315074/,tt12315074
https://www.turkishdrama.com/sea-inside-my-heart-kalbimdeki-deniz.html,Kalbimdeki Deniz,Deniz Inside My Heart,"Drama, Romance",,Fox Tv,12-Jan-17,12-Mar-18,Pastel Film,Aysun Akyuz Mehdiabbas,Funda Cetin,"Deniz (Ozge Ozberk) has everything a woman can ask for: she has a wealthy life and lives happily with her two lovely children and a handsome husband. She has been raised without seeing any hardship. Therefore, she is well-intentioned all the time and trusts all the people around her.  Deniz’s life turns upside down when her husband Alihan (Hakan Eratik) disappears with no trace. She worries about the life of her husband without knowing that her husband has left them behind and has run away with his lover Sebnem (Zeynep Aydemir) in order to start a new life. She also does not know that her cousin Hulya (Devin Ozgur Cinar) is the one who arranged this forbidden love.",tt6345486,https://www.imdb.com/title/tt6345486/,tt6345486
https://www.turkishdrama.com/until-death-olene-kadar.html,Olene Kadar,Until Death,"Drama, Action, Romance",13.0,ATV,12-Jan-17,13-Apr-17,Tims Productions,Umur Turagay,Elif Usman ErgudenSynopsis,,,,
https://www.turkishdrama.com/the-day-my-destiny-is-written-kaderimin-yazildigi-gun.html,Kaderimin Yazildigi Gun,,"Romance, Drama",,Star Tv,14-Oct-14,29-Dec-15,03 Turkey Medya,"Sadullah Senturk, Ulas Inac","Muharrem Buhara, Ozlem Atasoy, Kerim Ceylan, Bektas TopalogluSynopsisThe members of Yorukhan family gather all together in Antakya, the city in the southern part of Turkey. They celebrate the first day of pomegranate harvest and wish to have peace, fruitfulness, and wealth. However, their day is ruined when the bride of the family, Defne (Begum Kutuk Yasaroglu) is criticized for not having baby. Kahraman (Ozcan Deniz) protects his wife and makes it clear that they do not care about baby. However, this event changes the life of Yorukhan family forever.  Defne wants to have a baby and becomes willing to do anything to reach that goal. She consults her mother-in-law Kiymet (Gul Onat) and they decide to hire a surrogate who will bear a baby on behalf of Kahraman and Defne, and who will leave after giving a birth. They convince Kahraman and start to search for a perfect surrogate. Their destiny intersects with a beautiful and young girl, Elif (Hatice Sendil).","The members of Yorukhan family gather all together in Antakya, the city in the southern part of Turkey. They celebrate the first day of pomegranate harvest and wish to have peace, fruitfulness, and wealth. However, their day is ruined when the bride of the family, Defne (Begum Kutuk Yasaroglu) is criticized for not having baby. Kahraman (Ozcan Deniz) protects his wife and makes it clear that they do not care about baby. However, this event changes the life of Yorukhan family forever.  Defne wants to have a baby and becomes willing to do anything to reach that goal. She consults her mother-in-law Kiymet (Gul Onat) and they decide to hire a surrogate who will bear a baby on behalf of Kahraman and Defne, and who will leave after giving a birth. They convince Kahraman and start to search for a perfect surrogate. Their destiny intersects with a beautiful and young girl, Elif (Hatice Sendil).",,,
https://www.turkishdrama.com/intersection-kordugum.html,Kordugum,Intersection,"Drama, Romance",31.0,Fox Tv,7-Jan-16,23-Oct-16,Endemol Shine Turkiye,Gokcen Usta,Yigit Okan,"Ali Nejat (Ibrahim Celikkol) is a young businessman who comes from a wealty family. Years ago, he was involved in a car accident due to his passion for high speed and caused the death of his little nephew. After this tradegy, Ali Nejat never forgives himself and cannot become close to his family ever after.  When Ali Nejat goes to Italy for a business trip, he meets a talented young doctor Naz (Belcim Bilgin) who saves the life of his close friend at the restaurant. Naz unfortunately misses her flight to Istanbul in order to take care of Ali Nejat’s friend and these two have to return to Istanbul together.",tt5303668,https://www.imdb.com/title/tt5303668/,tt5303668
https://www.turkishdrama.com/hurt-flowers-kirgin-cicekler.html,,,,113.0,,,,,Serkan Birinci,"Gul Abus Semerci, Yelda ErogluOrphan Flowers Synopsis  Feride (Ipek Karapinar) is an idealist young officer who works in an orphanage. She tries to do her best to help the girls who lives in the orphanage. She tries to understand them and devotes her time to help them gain dignity. She considers these girls who are left behind by their parents as flowers in her garden.One day, a young girl named Eylul (Biran Damla Yilmaz) who is 17 years old comes to the orphanage. Eylul has a family consisting of her little sister, her mother, and her step father. When she discloses the harassment of her step father, she finds herself in the orphanage. She expects that her mother would send her step-father away but her mother sacrifices her own daughter and lets her go. Now, Eylul has to adapt her new life in the orphanage.Like Eylul, Feride also needs to start a new life because she discovers her fiance’s affair and leaves him behind. She moves into another house where she meets a young and handsome neighbor named Toprak (Ozgur Cevik).In this story, you will explore the difficult lives of young girls who live in the orphanage. Will Eylul manage to get through the difficulties in her new life? Will Feride manage to help the girls in the orphanage to gain their dignities? Will Feride find happiness again with Toprak?  Orphan Flowers Cast","Feride (Ipek Karapinar) is an idealist young officer who works in an orphanage. She tries to do her best to help the girls who lives in the orphanage. She tries to understand them and devotes her time to help them gain dignity. She considers these girls who are left behind by their parents as flowers in her garden.One day, a young girl named Eylul (Biran Damla Yilmaz) who is 17 years old comes to the orphanage. Eylul has a family consisting of her little sister, her mother, and her step father. When she discloses the harassment of her step father, she finds herself in the orphanage. She expects that her mother would send her step-father away but her mother sacrifices her own daughter and lets her go. Now, Eylul has to adapt her new life in the orphanage.Like Eylul, Feride also needs to start a new life because she discovers her fiance’s affair and leaves him behind. She moves into another house where she meets a young and handsome neighbor named Toprak (Ozgur Cevik).In this story, you will explore the difficult lives of young girls who live in the orphanage. Will Eylul manage to get through the difficulties in her new life? Will Feride manage to help the girls in the orphanage to gain their dignities? Will Feride find happiness again with Toprak?  Orphan Flowers Cast",,,
https://www.turkishdrama.com/maral-maral-my-most-beautiful-story.html,,,"Drama, Romance",,,,,,,,,,,
https://www.turkishdrama.com/queen-of-the-night-gecenin-kralicesi.html,Gecenin Kralicesi,Queen of the Night,"Romance, Drama",15.0,Star Tv,12-Jan-16,19-Apr-16,O3 Medya,"Yagmur Taylan, Durul Taylan","Ozan Aksungur, Cuneyt Aysan, Yagmur Taylan, Durul Taylan","According to myth, queen of the night (Gecenin Kralicesi) is a precious flower which blossoms for once, thus it can only be seen by lucky people. The story of Selin (Meryem Uzerli) and Kartal (Murat Yildirim) starts in one night just like this.  Selin is a beautiful girl who is half-Turkish (her mother is French while her father is Turkish). She lives together with her mother in a small country house in Grasse, South France and does not know anything about her father’s country. In her small world there, she makes perfumes by using her creativity.",,,
https://www.turkishdrama.com/a-bodrum-fairytale-bodrum-masali.html,Bodrum Masali,Waves,"Drama, Romance",42.0,Kanal D,18-Aug-16,18-Jun-17,TMC,Mehmet Ada Oztekin,"Basar Basaran, Emre Ozdur","Evren Erguven (Murat Aygen) is an ambitious man who has so many hotels. He has a wealthy life in Istanbul with his wife Yildiz (Sevval Sam), his son Ates (Alperen Duymaz), and his daughter Su (Dilan Cicek Deniz). However, he has a secret life with another woman in Bodrum (a touristic place in the southern part of Turkey) where most of his hotels are located. His life changes immediately due to his wrong decisions and he cannot restrain his bankruptcy.  After the bankruptcy, they lose everything except a small house and 50% shares of a small hotel in Bodrum, which are inhered to Yildiz from her father. The family decides to move into to Bodrum, start to live in that small house, and sustain their life with that small hotel again. However, nothing is easy for the family who is accustomed to have a wealthy life before.",tt5994796,https://www.imdb.com/title/tt5994796/,tt5994796
https://www.turkishdrama.com/brave-and-beautiful-cesur-ve-guzel.html,Cesur ve Guzel,Brave and Beautiful,"Romance, Drama",32.0,Star Tv,10-Nov-16,22-Jun-17,Ay Yapim,Ali Bilgin,"Ece YorencSynopsisCesur (Kivanc Tatlitug) is a young man who comes back to Korludag, a small city outside of Istanbul in order to take revenge from Tahsin Korludag (Tamer Levent). When he was a little child, his father and his grandparents were killed by Tahsin Korludag and then, his mother got into depression due to sorrow. Cesur has been raised under difficult conditions and has always aimed to plot his revenge when the correct time comes.  On his way to Korludag, Cesur unexpectedly bumps into Suhan Korludag (Tuba Buyukustun) and saves her life without knowing that she is the daughter of his enemy. He decides to take over his enemy’s most weak spot in order to reach his target. He settles into a territory that is close to the big ranch house of Korludag family and starts to plot his plan so as to get everything that Tahsin Korludag owns.","Cesur (Kivanc Tatlitug) is a young man who comes back to Korludag, a small city outside of Istanbul in order to take revenge from Tahsin Korludag (Tamer Levent). When he was a little child, his father and his grandparents were killed by Tahsin Korludag and then, his mother got into depression due to sorrow. Cesur has been raised under difficult conditions and has always aimed to plot his revenge when the correct time comes.  On his way to Korludag, Cesur unexpectedly bumps into Suhan Korludag (Tuba Buyukustun) and saves her life without knowing that she is the daughter of his enemy. He decides to take over his enemy’s most weak spot in order to reach his target. He settles into a territory that is close to the big ranch house of Korludag family and starts to plot his plan so as to get everything that Tahsin Korludag owns.",,,
https://www.turkishdrama.com/love-me-or-not-seviyor-sevmiyor.html,Seviyor Sevmiyor,Love Me Or Not,"Comedy, Romance",28.0,Atv,15-Jun-16,12-Feb-17,MF Yapim,Yusuf Pirhasan,"Cho Sung – Hee (original screen writer), S. Cenk Bogatur (adapter), Meric Demiray (adapter), M. Cem Gorgeç (adapter)Synopsis",,tt10502542,https://www.imdb.com/title/tt10502542/,tt10502542
https://www.turkishdrama.com/love-does-not-listen-to-reason-ask-laftan-anlamaz.html,Ask Laftan Anlamaz,Love Does Not Listen To Reason,"Romance, Comedy, Drama",31.0,Show TV,15-Jun-16,19-Feb-17,Bi Yapim,"Burak Sagyasar, Muge Ugurlar",,,tt5768632,https://www.imdb.com/title/tt5768632/,tt5768632
https://www.turkishdrama.com/you-are-my-country-vatanim-sensin.html,Vatanim Sensin,You Are My Country,"History, Drama, Romance",59.0,Kanal D,27-Oct-16,7-Jun-18,O3 Medya,"Durul Taylan, Yagmur Taylan","Necati Sahin, Nuran Evren SitSynopsis",,tt6132720,https://www.imdb.com/title/tt6132720/,tt6132720
https://www.turkishdrama.com/insider-icerde-tv-series.html,Icerde,Insider,"Action, Romance",39.0,Show Tv,19-Sep-16,19-Jun-17,Ay Yapim,Uluc Bayraktar,"Ertan Kurtulan, Toprak Karaoglu","Sarp (Cagatay Ulusoy) is a young man who goes to Police Academy and is eager to graduate within one week as the most successful student. He wants to honor his mother with his success and wants to give her a comfortable life. Since his father was put into prison due to a murder and his younger brother was kidnapped when he was a little child, Sarp has been living together with his mom and dreaming to become a police officer.  Just one week before graduation, Sarp is called to Police Academy. His superior Yusuf (Mustafa Ugurlu), who is so passionate about catching the famous mobster Celal (Cetin Tekindor), dismisses Sarp by stating that his father was imprisoned for working under a famous mobster Celal.Even though Sarp has informed the Police Academy about his father’s past, he cannot persuade his superior and says goodbye to his brilliant future. On the graduation date, Sarp attacks his superior Yusuf and is put into prison for one year.",,,
https://www.turkishdrama.com/sweet-revenge-tatli-intikam.html,Tatli Intikam,Sweet Revenge,"Comedy, Romance",30.0,Kanal D,26-Mar-16,12-Nov-16,D Productions,Baris Ercetin,"Pinar Ordu, Ilker Aslan","Pelin (Leyla Lydia Tugutlu) is a young and beautiful girl but she never finds happiness in love. She eventually manages to change this fact. She persuades to get married to her prince charming, Tolga (Can Nergis). However, she is dumped at their wedding day.  Being under severe depression, she learns that all these bad fortune derives from the fact that she has hurt somebody in the past. She has to find that person in order to get his/her forgiveness so that she can have a happy life in the future. She questions her past and figures out that she needs to get forgiveness from Tankut (Furkan Andic) who was in love with Pelin when they were at college and was humiliated by Pelin in front of so many students.",tt1163036,https://www.imdb.com/title/tt1163036/,tt1163036
https://www.turkishdrama.com/smile-you-gulumse-yeter.html,Gulumse Yeter,Smile You,"Comedy, Romance",24.0,Show Tv,8-Jul-16,11-Jan-17,MF Yapim,Serdar Gozelekli,Banu Kiremitci BozkurtSynopsis,,,,
https://www.turkishdrama.com/bandits-eskiya-dunyaya-hukumdar-olmaz.html,Eskiya Dunyaya Hukumdar Olmaz,Bandits,"Mafia, Action, Romance",200.0,Atv,8-Sep-15,Present,Pana Yapim,Onur Tan,"Raci Sasmaz, Bahadir Ozdener","Hizir Cakirbeyli (Oktay Kaynarca) is a powerful and rich man who enters the underground world after his elder brother is killed. He vows to revolt against in justice and starts to produce weapons for the mafia leader. He is a trustworthy man and is known by his fidelity: He never betrays to his country and the people whom he works together with.  His character is also known by the government. The government thinks that there is not a better candidate than him in order to carry out the illegal activities. This is because; current mafia leader Unal (Tarik Unluoglu) continues to sell the weapons to Turkish enemies without considering the country’s future. Therefore, the government calls Hizir and makes him an offer of becoming the greatest: the government will destroy the current mafia leader and Hizir will become the new mafia leader and in return, Hizir will be loyal to his country and stop selling weapons to Turkish enemies.",,,
https://www.turkishdrama.com/room-number-309-no-309.html,No 309,Room Number: 309,"Comedy, Romance",65.0,Fox Tv,1-Jun-16,25-Oct-17,Gold Film,Hasan Tolga Pulat,"Asli Zengin, Banu Zengin  Synopsis",,,,
https://www.turkishdrama.com/high-society-yuksek-sosyete.html,Yuksek Sosyete,High Society,"Romance, Drama",26.0,Star Tv,16-Jun-16,24-Dec-16,Bi Yapim,Metin Balekoglu,Yazi Odasi,"Kerem (Engin Ozturk) is a young and hardworking man who comes from a poor family. His father works as a gardener and his mother works as a cook for a rich family. Kerem has grown up together with the grandson of that rich family, Mert (Mehmet Ozan Dolunay). He has become his best friend and always helped him whenever he needs something. However, he always knows that he is never equal to Mert due to his family background. He realizes that he is sometimes seen just as a helper rather than a friend. Therefore, he wants to leave everything behind and start a business by himself outside Istanbul. He wants to become a boss of his own business and does not want to take orders anymore.  One day, Mert’s grandmother wants Mert to manage Olivia grocery store (organic food market) before he starts to become the CEO of the family business. In order to make his grandmother be proud of himself, Mert comes up with an offer: Kerem would manage Olivia for one month and make it a profitable store; in return, Mert would give Kerem enough money so that he could start his own business. These two young men make an agreement and take one another’s place: Kerem introduces himself as Mert and becomes the manager of Olivia while Mert introduces himself as Kerem and works as an assistant director at Olivia.",,,
https://www.turkishdrama.com/father-is-a-life-baba-candir.html,Baba Candir,Father is a Life,"Comedy, Family",66.0,Trt 1,2-Aug-15,18-May-17,MF Yapim,Yusuf Pirhasan,"original screen writer: Kang Eunkyung, screen adapter: Tayfun Guneyer","Salih (Settar Tanriogen) is an old man who sells traditional Turkish food like phyllo dough and Turkish type ravioli in his small shop located next to his house. His wife passed away when their children were so young and Salih has become both the father and mother since then. He has three children: Ece (Berna Koralturk), Egemen (Tolga Pancaroglu), and Emrecan (Ozgun Karaman).  Ece is a beautiful girl who is older than 30 years old. She is workaholic and works at a big company as an assistant director.",tt5301950,https://www.imdb.com/title/tt5301950/,tt5301950
https://www.turkishdrama.com/life-song-hayat-sarkisi.html,Hayat Sarkisi,Life Song,"Drama, Romance, Family",57.0,Kanal D,9-Feb-16,26-Jun-17,Most Production,Cem Karci,Jung Ha Yun,"Bayram (Ahmet Mumtaz Taylan) comes to his hometown in order to make a peace with his close friend Salih. They agree to engage their children Melek and Kerim when they grow up to the age of marriage.  Years later, Kerim (Birkan Sokullu) graduates and gets his master’s degree in environmental studies. Even though he wants to live in Germany and works as an instructor at the university, he cannot persuade his father.Kerim has nothing to do but to return to Istanbul because his father wants to keep his promise to his close friend.Eventually, Kerim decides to get engaged to Melek (Ecem Ozkaya) and goes to his hometown in order to ask for Melek’s hand in marriage.",tt5302120,https://www.imdb.com/title/tt5302120/,tt5302120
https://www.turkishdrama.com/magnificent-century-kosem-muhtesem-yuzyil-kosem.html,Muhtesem Yuzyil Kosem,Magnificent Century Kosem,"History, Drama, Romance",60.0,Star Tv,12-Nov-15,27-Jun-17,Tims Production,"Mert Baykal (1-30), Yagiz Alp Akaydin (1-30), Zeynep Gunay Tan, Deniz Kolos","Yilmaz SahinSynopsisAhmed is an Ottoman Prince who has grown up with a fear of death since his childhood. He saw the coffins of his uncles (19 coffins) when his father acceded to the throne and innocently promised his brother that they would never kill each other if they ever become Ottoman Sultan. However, Ahmed’s elder brother was killed on the order of his father, fearing a coup d’etat to dethrone him. Thus, Ahmed became so weak and introvert throughout his life.  Upon the death of his father, Ahmed accedes to the throne as the 14th Ottoman Sultan when he is just 17 years old. His life changes radically, he becomes the Sultan of Ottoman Empire, from 1603 to his death in 1617. Upon succeeding his father, Ahmed finds happiness in the portrait of a young girl who holds lamb in her hands.Safiye Sultan (Hulya Avsar) presents this portrait to her grandson and decides to find this girl in order to make his grandson happier.The portrait belongs to Anastasia (first, Anastasia Tsilimpiou and later, Beren Saat) who lives happily in Greece with her parents and little sister. The servants of Safiye Sultan find Anastasia and bring her to Topkapi Palace as a gift for Sultan Ahmed.","Ahmed is an Ottoman Prince who has grown up with a fear of death since his childhood. He saw the coffins of his uncles (19 coffins) when his father acceded to the throne and innocently promised his brother that they would never kill each other if they ever become Ottoman Sultan. However, Ahmed’s elder brother was killed on the order of his father, fearing a coup d’etat to dethrone him. Thus, Ahmed became so weak and introvert throughout his life.  Upon the death of his father, Ahmed accedes to the throne as the 14th Ottoman Sultan when he is just 17 years old. His life changes radically, he becomes the Sultan of Ottoman Empire, from 1603 to his death in 1617. Upon succeeding his father, Ahmed finds happiness in the portrait of a young girl who holds lamb in her hands.Safiye Sultan (Hulya Avsar) presents this portrait to her grandson and decides to find this girl in order to make his grandson happier.The portrait belongs to Anastasia (first, Anastasia Tsilimpiou and later, Beren Saat) who lives happily in Greece with her parents and little sister. The servants of Safiye Sultan find Anastasia and bring her to Topkapi Palace as a gift for Sultan Ahmed.",,,
https://www.turkishdrama.com/married-and-angry-evli-ve-ofkeli.html,,,,,,,,,,,"Dilek (Ayca Erturan), Mine (Yildiz Cagri Atiksoy), Esra (Birce Akalay), and Seray (Ebru Cundubeyoglu) are four childhood friends. They are all married and have totally different lives. However, their lives intersect again when they have discovered their husbands’ affairs. Dilek is a perfect housewife who dedicates her life to her daughter and her husband. Mine is a successful baby doctor who tries to get pregnant and care for her own baby. Esra is a police officer who cannot forget her mother’s death and for this reason, never forgives her father.  Seray is a beautiful actress who tries to remain popular as she ages.In this story, you will watch the lives of four women who changed after they discovered their husbands’ affairs. Will Esra forgive his husband’s affair or continue a new life with Murat? Will Dilek manage to win her husband’s love or try to change in order to start a new life? Will Mine be able to get pregnant? Will Seray manage to continue to be popular?Cast",,,
https://www.turkishdrama.com/blind-love-kara-sevda.html,Kara Sevda,Endless Love,"Romance, Drama",74.0,Star TV,14-Oct-15,21-Jun-17,Ay Yapim,Hilal Saral,"Anil Eke, Ozlem Yilmaz, Burcu Gorgun","Kemal (Burak Ozcivit) is a young guy who is a fourth year college student studying mine engineering. At the same time, Kemal works at boats and raises money to support his family. He does not have a wealthy life but he never complains about being poor.  Nihan (Neslihan Atagul), on the other hand, is a young and beautiful girl who comes from a rich family. She is a painter and enjoys her life by drawing different portraits.One day, in order to find different faces for her next exhibition, Nihan leaves behind her wealthy life and gets on a public bus. Meanwhile, Nihan and Kemal bump into each other out of pure coincidence. They both get attracted to each other: Nihan secretly draws Kemal’s portrait while Kemal secretly watches Nihan.",tt0209073,https://www.imdb.com/title/tt0209073/,tt0209073
https://www.turkishdrama.com/buddy-istanbul-ulan-istanbul.html,,,,,,,,,,,"Derya (Sevtap Ozaltun) is young girl who comes to Istanbul to study acting. However, she cannot continue her acting career when her father is being imprisoned for no reason. In order to free her father and clear their family name, Derya has to find one million Turkish Lira. Luckily, her way intersects with her father’s old friend Kandemir (Ugur Polat) who decides to help Derya to raise enough money.Kandemir works together with a couple of young people who are con-artists: Karlos (Erkan Kolcak Kostengil), Yaren (Sebnem Bozoklu) and Ferdi (Kaan Yildirim). In order to collect one million Turkish Lira, they make a plan and move to a historical street of Istanbul. According to this plan, Kandemir would act as a heir of wealthy Istanbul family, ‘Nevizades’ while Karlos, Yaren, Ferdi, and Derya would act as children of this family. They start to portray a well-established Istanbul family but at the same time, they scam bad people through various schemes.The story becomes more complicated when Derya and Ferdi fall into each other. This is because; they have to hide their relationship and act as brother and sister in front of their neighbors. However, they find themselves in a difficult situation when their neighbor Ceyhun (Salih Bademci) who is a police officer also deeply falls in love with Derya.In this story, you will watch the lives of con-artists who scam bad people in order to collect one million Turkish Lira. Will Derya manage to collect one million Turkish Lira to free her father?  Cast",,,
https://www.turkishdrama.com/strawberry-smell-cilek-kokusu.html,,,"Romance, Comedy, Youth",,,,,,,,,,,
https://www.turkishdrama.com/little-secrets-kucuk-sirlar.html,,,"Romance, Youth",,,14-Jul-10,2-Sep-11,,"Kerem Cakiroglu, Cevriye Demir",,"Su (Sinem Kobal) is a beautiful, intelligent and sportive girl who belongs to a rich family. She lives with her granny and is always at the center of attention. Each student at school considers Su as a perfect girl and each boy wants to be her first boyfriend. Even her close friend Arzu (Ipek Karapinar) is jealous of her success and her perfect life.",,,
https://www.turkishdrama.com/pretty-little-liars-tatli-kucuk-yalancilar.html,,,"Romance, Youth, Mystery",,,,,,,,,,,
https://www.turkishdrama.com/its-name-is-happiness-adi-mutluluk.html,Adi Mutluluk,Its Name is Happiness,"Romance, Youth",17.0,Fox Tv,23-Jun-15,13-Oct-15,Surec Film,Ersoy Ozlevi,"Aksel Bonfin, Hakan BonomoSynopsisKumsal (Ezgi Eyuboglu) is a young girl who has everything but is not happy. She does whatever her father says and she does not feel like she has freedom. In order to get her freedom, she wants to go to university in Istanbul. However, her father wants her to go to university in Izmir where they live and wants her to become a successful architect just like him. Despite her father’s will, Kumsal secretly applies for a university in Istanbul and gets acceptance.  When her father does not approve her decision, Kumsal finds herself in a desperate situation. Meanwhile, she bumps into Batu (Kaan Yildirim) who is a handsome and carefree guy.Batu also gets acceptance from a university in Istanbul but he says that he would not be able to go to Istanbul due to lack of money. These two young persons decide to find happiness no matter how hard it is and they decide to run away to Istanbul together.","Kumsal (Ezgi Eyuboglu) is a young girl who has everything but is not happy. She does whatever her father says and she does not feel like she has freedom. In order to get her freedom, she wants to go to university in Istanbul. However, her father wants her to go to university in Izmir where they live and wants her to become a successful architect just like him. Despite her father’s will, Kumsal secretly applies for a university in Istanbul and gets acceptance.  When her father does not approve her decision, Kumsal finds herself in a desperate situation. Meanwhile, she bumps into Batu (Kaan Yildirim) who is a handsome and carefree guy.Batu also gets acceptance from a university in Istanbul but he says that he would not be able to go to Istanbul due to lack of money. These two young persons decide to find happiness no matter how hard it is and they decide to run away to Istanbul together.",tt4871482,https://www.imdb.com/title/tt4871482/,tt4871482
https://www.turkishdrama.com/matter-of-respect-seref-meselesi.html,,,"Romance, Drama",,,,,,,Teodosio Losito,"This tv series is based on the story of L’onore e il rispetto (Italian tv series, 2006-2015).  Yigit (Kerem Bursin) and Emir (Sukru Ozyildiz) are two brothers with totally different characters. Yigit is a smart and impetuous guy, and a handsome womanizer who has courage even though he has no education. Emir is the opposite of his brother: he is a shy and introverted guy who has recently finished the law school. They live happily with their family in Ayvalik which is a very small county in Turkey.",,,
https://www.turkishdrama.com/black-bread-kara-ekmek.html,,,,37.0,,,,,,,"Asiye (Ozlem Yilmaz) is young and beautiful girl who works as a manicurist in a small beauty salon. She lives in a poor neighborhood with her family and wants to get married as soon as possible in order to get rid of her step mother’s evil tongue. When she learns that she is pregnant, she immediately talks to her boyfriend and wants him to come and ask her family’s approval for marriage.However, her boyfriend wants her to have an abortion and mentions clearly that he has no intention for marriage.Asiye fears about honour killing. That’s why, she wants to have a final talk with her boyfriend in order to persuade him for marriage. However, her talk does not go well and she injures her boyfriend with a knife. She thinks that she has killed him and for this reason, she runs away from her house. Her sister Mine (Elifcan Ongurlar) does not want to leave Asiye alone and accompany her. They together leave everything behind and decide to go to another city.Asiye and her sister Mine have nothing to do but hitchhike in order to run away from Istanbul because; they don’t have enough money to buy bus tickets. On their way, they meet Cetin (Ushan Cakir) and his fiancée Selen who belong to a wealthy family and agree to pick up them. However, their journey turns into a big tragedy. While Cetin and his fiancée Selen are discussing on the verge of a cliff, Selen falls from a cliff by accident and dies right away.  Meanwhile, Asiye records everything and decides to use that video to take some money from Cetin. She blackmails him and takes Selen’s identity card. From now on, Asiye becomes Selen who is the fiancée of Cetin and the girl who dies at the cliff becomes Asiye.In this story, you will explore the life of a poor girl Asiye whose life becomes upside down when she changes her identity. Will anybody recognize that Selen is actually Asiye in disguise? Will Cetin be able to get rid of Asiye and her devil plan? Will Asiye become happy when she enters into a rich family?Stolen Life Cast",,,
https://www.turkishdrama.com/i-never-give-up-asla-vazgecmem.html,,,"Romance, Drama",,,12-Feb-15,6-Oct-16,,,,,,,
