URL,Original Title,English Title,Genre,Episodes,Broadcast Network,Broadcast Start Date,Broadcast End Date,Production Company,Director,Screen Writer,Synopsis,IMDb ID from Turkish,IMDb URL from Turkish,IMDb ID From Turkish
https://www.turkishdrama.com/the-tailor-terzi-tv-series.html,Terzi,The Tailor,"Drama, Romance",23.0,Netflix,2-May-23,3-Nov-23,OGM Pictures,Cem Karci,,"Peyami Dokumaci (Cagatay Ulusoy) is a young and famous tailor who is well-known in Istanbul. He owns a successful business which shapes the fashion world.  Peyami has a talent that nobody has. He uses his hands and mind in a clever way to design beautiful clothes. He is a strong, charismatic, and handsome tailor who takes the attention of women easily. He enjoys his wealth and youth.",tt13317230,https://www.imdb.com/title/tt13317230/,tt13317230
https://www.turkishdrama.com/sapphire-safir-tv-series.html,Safir,Sapphire,"Romance, Drama",17.0,Atv,4-Sep-23,Present,NTC Medya,Semih Bagci,,"Gulsoy family is a well-known, wealthy family in Cappadocia. The head of the family is Omer who is a strong businessman. After his son’s death, he starts to take care of his daughter-in-law Gulfem and his three grandchildren Ates, Yaman, and Okan.  Ates (Ilhan Sen) is the eldest son of the Gulsoy family. He lives abroad apart from his family and tries to stand on his own feet.",tt0821803,https://www.imdb.com/title/tt0821803/,tt0821803
https://www.turkishdrama.com/omer-tv-series.html,Ömer,Omer,"Drama, Family",34.0,Star TV,9-Jan-23,present,OGM Pictures,Cem Karci,"Gulizar Irmak, Deniz Madanoglu, Sedef Bayburtluoglu Gurerk","Omer (Selahattin Pasali) is a young guy in his 20s. He comes from a conservative family. He lives with his father Resat (Baris Falay) and his grandmother Nezahat (Zerrin Sumer), and takes care of the family after his mother’s death. Omer is an innocent, sensitive, and calm guy who finds a way to repair his soul. Since his childhood, he has been following his love and passion for painting.",tt22719788,https://www.imdb.com/title/tt22719788/,tt22719788
https://www.turkishdrama.com/forevermore-vermem-seni-ellere-tv-series.html,Vermem Seni Ellere,Forevermore,"Romance, Drama",9.0,Atv,18-Jun-23,13-Aug-23,AKN Film,Ali Balci,"Sehrazat Tunus Tasci, Damla Gucer, Samed Aslan, Veli Kaya",Mehmet (Emre Bey) is a young guy who comes from a wealthy family in Ordu (a city in the Black Sea region). He is the most popular and handsome guy in the city. He cannot live without adrenaline and adventure.  Mehmet is engaged to Hande (Ilayda Ildir) who comes from a wealthy family. He has a wedding ceremony even though he does not love Hande and does not want to get married. He accepts this marriage due to the pressure of his family.,tt27739128,https://www.imdb.com/title/tt27739128/,tt27739128
https://www.turkishdrama.com/queen-kralice-tv-series.html,Kralice,Queen,"Drama, Romance",11.0,Kanal D,6-Apr-23,7-Jun-23,Mednova,"Cevdet Mercan, Serhan Sahin","Serdar Soydan, Kerem Bozok, Ekin Akcay, Nil Gulec Unsal, Ozlem Inci Hekimoglu","Deniz (Burcu Ozberk) and Ates (Gokhan Alkan) are a perfect couple. Both of them are successful in their professions, love each other so much, and have a happy marriage together with their daughter.  Ates is one of the most popular basketball players in the country while Deniz is a successful businesswoman. Their perfect life turns upside down all of a sudden.",,,
https://www.turkishdrama.com/perfect-tenant-kusursuz-kiraci-tv-series.html,Kusursuz Kiraci,Perfect Tenant,Mystery,6.0,Fox Tv,30-Aug-22,4-Oct-22,MF Yapim,Yusuf Pirhasan,Nermin Yildirim,"Mona (Dilan Cicek Deniz) is a young woman who works as a reporter and investigates the ongoing fires in Istanbul. She has been grown up in an orphanage after her father killed her mother. Even though she looks like a strong woman from the outside, she carries a wounded and timid child inside.  Mona finds a defense mechanism in order to cope with all the hardships in her life. She does not trust anyone and tries her best not to attach to anyone.",tt19383446,https://www.imdb.com/title/tt19383446/,tt19383446
https://www.turkishdrama.com/step-mother-uvey-anne-tv-series.html,Uvey Anne,Step Mother,"Drama, Family",8.0,Atv,19-Jun-23,14-Aug-23,ONN Medya,Yasemin Turkmenli,"Yasemin Kirbas, Hulya Vural","Faruk Gencer (Kutsi) is a successful businessman who is a lovely husband and father. He is an intelligent, strong, and charismatic person. He does his best to save his wife but cannot manage to find a cure for her illness.  After his wife passes away due to cancer, Faruk does not know how to live by himself together with his three children. He loves his wife very much and feels the helplessness after this loss. He tries to be strong for the sake of his children.",,,
https://www.turkishdrama.com/farewell-letter-veda-mektubu-tv-series.html,Veda Mektubu,Farewell Letter,"Drama, Family",24.0,Kanal D,27-Feb-23,21-Aug-23,Most Production,Deniz Celebi Dikilitas,"Deniz Akcay (1), Armagan Gulsahin (1, 5-13), Gokhan Atasoy (1), Mahinur Ergun (2-4), Yusuf Reha Alp (2-4), Melih Cam (2-4), Ayberk Cinar (9-24), Asli Gonulay (9-24), Simge Ayvazoglu (9-24)","Asli (Rabia Soyturk) is a cheerful young girl who goes to high school. Unlike her older sister Beste (Hazar Motan), she cannot be controlled by her mother. She is rebellious and wants to make her own decisions. After graduation, she plans to go to France in order to study at Law School even though she dreams of becoming a dancer. With her strong personality and rebellious nature, Asli resembles her mother Alanur (Nurgul Yesilcay).  Alanur is a very strong, modern, and attractive woman. She has grown up in a wealthy family and works as a manager of an art studio. Alanur has done her best to raise her two daughters by herself after she got divorced.",tt24224504,https://www.imdb.com/title/tt24224504/,tt24224504
https://www.turkishdrama.com/come-what-may-kendi-dusen-aglamaz-tv-series.html,Kendi Dusen Aglamaz,Come What May,"Romance, Comedy",13.0,TRT 1,22-Jun-23,present,NG Medya,"Inci Balabanoglu Ahiska, Emre Kabakusak","Gulbike Sonay Ute, Tuna Kiygi, Fulya Emek Tanrikulu","Alize (Eylul Tumbar) is a beautiful, young, and spoiled girl who comes from a wealthy family. She has been raised by her father after her mother passed away while giving birth.  Alize is like a princess who gets whatever he wants. She is very popular among her friends. Her father Nurettin (Hakan Yilmaz) cares about her daughter and wants to do anything to make her happy. He does his best not to make her feel his mother’s loss.",,,
https://www.turkishdrama.com/yakamoz-s-245-into-the-deep-tv-series.html,Yakamoz S-245,Into the Deep,"Action, Apocalyptic, Science Fiction, Thriller",7.0,Netflix,,,OGM Pictures,"Tolga Karacelik, Umut Aral","Jason George, Atasay Koc, Cansu Coban, Sami Berat Marcali, Murat Uyurkulak",It is a spin-off of the Belgian series Into the Night.  Arman (Kivanc Tatlitug) is a diving instructor and marine biologist. He comes from a wealthy family but lives in a coastal town without getting any support from his family. He challenges life due to his free-spirited nature.,tt13317454,https://www.imdb.com/title/tt13317454/,tt13317454
https://www.turkishdrama.com/redemption-esaret-tv-series.html,Esaret,Redemption,"Romance, Drama",160.0,Kanal 7,21-Nov-22,present,Karamel Yapim,"Ayhan Ozen, Serkan Mut",Basak Yazi Odasi,"Orhun Demirhanli (Cenk Torun) is a successful businessman who has a wealthy life in Istanbul. He is a cold-hearted and strong man who does not have mercy. His merciless character resembles his mother Afife (Melahat Abbasova).  Orhun’s twin sister goes to Eritrea as a volunteer doctor despite her family’s disapproval. After a while, nobody can contact her, and starts to worry about her life.",tt2194497,https://www.imdb.com/title/tt2194497/,tt2194497
https://www.turkishdrama.com/hear-me-duy-beni-tv-series.html,Duy Beni,Hear Me,"Youth, Romance",20.0,Star TV,7-Jul-22,17-Nov-22,Surec Film,Ali Balci,"Makbule Kosif, Zafer Ozer Cetinel, Gulsev Karagoz, Okan Basar Bahar","Ekim (Rabia Soyturk) is a high school student who lives in a middle-class neighborhood. She lives together with her mother and enjoys her life together with her lovely friends.  One morning, the life of Ekim and her best friend Leyla (Helin Kandemir) turns upside down. On their way to school, Leyla is hit by a car and unfortunately, became incapable of walking due to this car accident. The driver that hits Leyla wears a mask and nobody sees his face. After the car accident, the driver runs away and hides inside a private high school in the neighborhood where rich kids study.",tt20248478,https://www.imdb.com/title/tt20248478/,tt20248478
https://www.turkishdrama.com/gulcemal-tv-series.html,Gulcemal,Gulcemal,"Romance, Drama",13.0,Fox Tv,6-Apr-23,13-Jul-23,MF Yapim,"Yusuf Pirhasan, Merve Colak","Eda Tezcan, Selda Akin","Gulcemal (Murat Unalmis) is a cold-hearted cruel man. Even though his name means smiling-faced, he never becomes happy in his life. He faces various difficulties in life since his childhood. Abandoned by his mother years ago, Gulcemal always looks for love and compassion.  Gulcemal and his little sister Gulendam (Nilay Erdonmez) are shattered by their mother’s departure. Their mother Zafer (Ayda Aksel) leaves her children in order to start a new life together with her lover and chooses her love over her family. For this reason, Gulcemal never forgives his mother and wants to get his revenge.",tt22728026,https://www.imdb.com/title/tt22728026/,tt22728026
https://www.turkishdrama.com/a-hundred-years-of-miracle-yuz-yillik-mucize-tv-series.html,Yuz Yillik Mucize,A Hundred Years of Miracle,"Romance, Drama",13.0,Star TV,23-Mar-23,15-Jun-23,OGM Pictures,Hilal Saral,Nuran Evren Sit,"Ali Tahir (Birkan Sokullu) was born in Thessaloniki in 1893. He stops aging after being brought back to life from death when he is shot in the battle. Ali Tahir in fact dies on the battlefield but comes back to life with a miracle. After this miracle, he stays physically 28 years old.  This miracle brings lots of hardships to Ali Tahir’s life. His close friend realizes his secret and attempts to abduct him for study. For this reason, he loses his family and children. After then, Ali Tahir understands that his secret puts not only his life but also his loved ones’ lives in danger. Therefore, he periodically changes his identity.",,,
https://www.turkishdrama.com/ego-no-trust-in-the-man-tv-series.html,EGO – Erkege Guven Olmaz,EGO – No Trust in the Man,"Romance, Drama",13.0,Fox,5-Feb-23,21-May-23,Pastel Film,"Doga Can Anafarta (1-3), Senol Sonmez (4-13)","Gulsev Karagoz, Zafer Ozer Cetinel, Gorkem Tuzun, Okan Basar Bahar, Ahmet Orcun Oksar, Erkan Birgoren, Elif Tuna Kiygi","Sibel (Melisa Asli Pamuk) is a beautiful young woman who comes from a wealthy family. She is a successful businesswoman who runs a family business. She is confident, ambitious, and hardworking. She devotes herself completely to business and sacrifices her private life for the sake of her career.  The life of Sibel turns upside down when she finds out that she has only three months to have a baby. Even though she does not have any plans to get married soon, she needs to admit that she should start a family if she does not want to lose the opportunity of having a child. She knows that she cannot become a mother to any man’s child. She wants to have a real family and get married to a man whom she loves.",,,
https://www.turkishdrama.com/the-family-aile-tv-series.html,Aile,The Family,"Romance, Drama, Action",6.0,Show TV,7-Mar-23,present,Ay Yapim,Ahmet Katiksiz,Hakan Bonomo,"Aslan (Kivanc Tatlitug) is a young man who is the leader of the crime family business of Soykanlar. After his father committed suicide 5 years ago due to some psychological problems, Aslan takes over the family business. He struggles to balance the conflicting requirements of his family with those of the mafia world he controls.  Devin (Serenay Sarikaya), on the other hand, is a young and successful psychologist. She has been raised without love and tries to do her best to deal with family problems. Her mother has bipolar disorder while her sister suffers from borderline personality disorder.",tt14077794,https://www.imdb.com/title/tt14077794/,tt14077794
https://www.turkishdrama.com/my-name-is-farah-adim-farah-tv-series.html,Adim Farah,My Name is Farah,"Romance, Drama",11.0,Fox,1-Mar-23,present,O3 Medya,Recai Karagoz,"Deniz Dargi, Cem Gorgec, Cenk Bogatur","Farah (Demet Ozdemir) is a 28-year-old Iranian woman who has been living together with her 6-year-old son. She has been living in Istanbul illegally for 6 years. While fleeing from Iran to France, she stops in Istanbul after finding out that she was pregnant.  Farah lives in Istanbul as a fugitive. Even though she has a medical school degree from Iranian University, she cannot perform her occupation. She works as a cleaning lady and does anything to support his son.",tt21874046,https://www.imdb.com/title/tt21874046/,tt21874046
https://www.turkishdrama.com/cranberry-sorbet-kizilcik-serbeti-tv-series.html,Kizilcik Serbeti,Cranberry Sorbet,"Drama, Family, Romance",23.0,Show TV,28-Oct-22,present,Gold Film,Hakan Kirvavac,Melis Civelek,"Kivilcim (Evrim Alasya) is a single mother who has two daughters Doga (Sila Turkoglu) and Cimen (Selin Turkmen). She is a strong and independent woman who works as a school manager. She wants her daughters to have a good education, a good job, and a career.  Kivilcim lives together with her mother, and two daughters. Her life turns upside down when her elder daughter Doga discloses that she wants to get married to a conservative man.Doga is a university student who studies dentistry. She has been dating Fatih (Dogukan Gungor) who is a businessman. Doga and Fatih have different social backgrounds and for this reason, it is not easy to disclose their relationship to their families.",tt21764074,https://www.imdb.com/title/tt21764074/,tt21764074
https://www.turkishdrama.com/stickman-cop-adam-tv-series.html,Cop Adam,Stickman,"Mistery, Romance, Psychological",13.0,Star TV,30-Nov-22,present,OGM Pictures,"Yagiz Alp Akaydin, Cagri Vila Lostuvali","Melek Gencoglu, Su Ersoz","Tamer (Engin Altan Duzyatan) is a young man who is married to Berrin (Sedef Avci) and has a daughter. He is a clever, quiet, and introverted man.  Tamer has childhood trauma that he never gets rid of. He has grown up without the love of his parents. He had to work at many jobs when he was a little child to financially support his family. He had to take care of his little sister after his parents left them at the orphanage.",tt22467674,https://www.imdb.com/title/tt22467674/,tt22467674
https://www.turkishdrama.com/forever-together-guzel-gunler-tv-series.html,Guzel Gunler,Forever Together,"Romance, Comedy, Family",13.0,Show TV,6-Nov-22,present,TMC Film,Osman Tasci,Selin Tunc,"Mihran (Burak Dakak) and Selma (Leyla Tanlar) were born at the same time. According to a wise man in their city, these two persons are destined to love each other but fall apart due to a tragedy.  As the wise man said, Mihran and Selma have grown together and fallen in love with each other. They are engaged but shortly after they get engaged, they break up. Everyone thinks that Selma has set a house on fire. Upon this tragedy, Mihran does not talk with Selma and moves to Istanbul together with her mother. He leaves everything behind without even trying to understand the truth behind this tragedy.",,,
https://www.turkishdrama.com/another-chance-gelsin-hayat-bildigi-gibi-tv-series.html,Gelsin Hayat Bildigi Gibi,Another Chance,"Action, Romance",22.0,Show TV,21-Jul-22,present,BKM,Altan Donmez,Gani Mujde,"Emin (Ertan Saban) is a bully in Ankara. After learning that a young girl is killed because of her, Emin decides to leave his dirty past behind. He goes to the police department to become a secret witness and disclose all the dirty business going on. In exchange for giving information about mafia leaders and evidence to imprison all criminals in the underground world, Emin wants a second chance.  In order to end the underground world and imprison all mafia leaders, the police make a deal with Emin. According to their deal, Emin will start a new life in Istanbul as a geography teacher at high school and he will act as a husband of a police officer Songul.",tt20835764,https://www.imdb.com/title/tt20835764/,tt20835764
https://www.turkishdrama.com/deception-aldatmak-tv-series.html,Aldatmak,Deception,"Drama, Family",12.0,Atv,22-Sep-22,present,Tims&B Productions,Murat Saracoglu,"Yildiz Tunc, Atilla Ozel, N.Selena Caglayan","Guzide (Vahide Percin) is a successful judge. She has been married to Tarik (Mustafa Ugurlu) for 30 years and has two children: Ozan (Yusuf Cim) and Oylum (Feyza Sevil Gungor).  Guzide and Tarik know each other from the law school. Guzide becomes a judge while Tarik becomes a lawyer. They have a happy marriage and get along well very well.However, Guzide’s happy life turns upside down after she discovers her husband’s infidelity. Tarik has been living with another woman for 5 years and has a little daughter. Tarik lies both to her wife and her lover. Guzide never suspects her husband and thinks that she has a happy marriage. Likewise, Tarik’s lover Yesim (Asena Girisken) also does not know that Tarik is married to another woman.",tt19496062,https://www.imdb.com/title/tt19496062/,tt19496062
https://www.turkishdrama.com/poison-ivy-gecenin-ucunda-tv-series.html,Gecenin Ucunda,Poison Ivy,"Romance, Drama",10.0,Star TV,5-Oct-22,Present,"TMC Film, Alim Yapim",Baris Ercetin,"Basar Basaran, Emre Ozdur","Macide (Neslihan Atagul) is a young and beautiful girl who has studied psychology and has been working at a private company. She has an ordinary life together with her mother. Macide has some problems with her mother who is addicted to gambling. Even though she complains about her mother’s reckless behavior, she tries to do her best to get along well with her.  Macide is not happy at her job and wants to become a healer as like her father. She eventually gets her courage and quits her job and goes to Istanbul to attend a training course about healing. She just wants to follow her destiny and tries to understand whether she has a healing power or not.",tt19246582,https://www.imdb.com/title/tt19246582/,tt19246582
https://www.turkishdrama.com/golden-boy-yali-capkini-tv-series.html,Yali Capkini,Golden Boy,"Romance, Drama",36.0,Star TV,23-Sep-22,Present,OGM Pictures,Burcu Alptekin,Mehmet Baris Gunger,"Halis Agha (Cetin Tekindor) is the head of Korhanli family who founds a large jewelry company from nothing. He is an authoritarian man who always says the last word in the family. Even though he has some health problems and leaves the family business to his son Orhan, he still continues to make important decisions.  Ferit (Mert Ramazan Demir) is the grandson of Halis Agha. He graduates from a university in the USA just because his family wants to send him away as a punishment. After returning to Istanbul, Ferit continues his carefree and reckless life.",,,
https://www.turkishdrama.com/as-the-crow-flies-kus-ucusu-tv-series.html,Kus Ucusu,As the Crow Flies,"Drama, Romance",8.0,Netflix,,,Ay Yapim,Deniz Yorulmazer,Meric Acemi,"Lale (Birce Akalay) is a successful anchor who has a perfect life. She is married to Selim (Burak Yamanturk) and has two children. She successfully manages the work-life balance.  Lale has been working as an anchor for a long time together with her college friends. Kenan (Ibrahim Celikkol) is a handsome man who used to date Lale during their college years. Even though he still loves Lale, he respects her new life and remains beside her as her trustworthy friend.",,,
https://www.turkishdrama.com/love-on-duty-gizli-sakli-secret-mission-tv-series.html,Gizli Sakli,Love On Duty,"Romantic Comedy, Action",8.0,Fox TV,8-Jun-22,3-Aug-22,No Dokuz Productions,Sahin Altug,Sahin Altug,"Naz (Sinem Unsal) has just graduated from the police academy as the most successful student. Even though her mother always wants her to become a nurse, she chooses a difficult way and becomes a police officer to protect her family. After her father passes away, Naz lives together with her mother and uncle and tries her best to protect them.  Naz’s life changes radically after she is assigned to a secret mission together with another police officer Pamir (Halit Ozgur Sari).",tt19410124,https://www.imdb.com/title/tt19410124/,tt19410124
https://www.turkishdrama.com/love-and-hate-seversin-tv-series.html,Seversin,Love and Hate,"Romance, Comedy",16.0,Kanal D,21-Jun-22,Present,Nebula Film Yapim,Serdar Gozelekli,"Baris Erdogan, Ilker Arslan","Tolga (Burak Yoruk) is a popular young actor who is a prince charming for young girls. He is at the top of his acting career. He comes from a wealthy family and enjoys his life.  Asya (Ilayda Alisan), on the other hand, is a young and beautiful girl who has a modest life together with her family. She lives happily together with her mother, her brother, and her sisters. She works as a saleswoman in the shopping center but aims to study literature at the university.The lives of Tolga and Asya intersect out of pure coincidence.",tt19246566,https://www.imdb.com/title/tt19246566/,tt19246566
https://www.turkishdrama.com/balkan-lullaby-balkan-ninnisi-tv-series.html,Balkan Ninnisi,Balkan Lullaby,"Family, Romance, Comedy",9.0,TRT 1,21-Jun-22,Present,Nebula Film Yapim,Dogan Umit Karaca (episodes 1-4); Volkan Kapkin (episodes 1-4); Serdar Akar (episodes 5-),"Ugur Uzunok, Nurullah Sevimli, Abdulhamit Isik, Esma Koc","Ertan (Emre Bey) is a young and handsome Turkish guy who lives in North Macedonia together with his big family. He has been raised in Turkish culture so that he would not forget his roots.  Ertan lives in Istanbul for four years apart from his family in order to study at the university. He aims to become a radio programmer and for this reason, he studies radio and television in Istanbul. However, his family thinks that he has been studying architecture in Istanbul.",tt20248548,https://www.imdb.com/title/tt20248548/,tt20248548
https://www.turkishdrama.com/tozluyaka-tv-series.html,Tozluyaka,,"Youth, Drama, Romance",7.0,Fox TV,27-Jun-22,Present,NTC Medya,Semih Bagci,Yekta Torun,"Ali (Kaan Mirac Sezen), Zeyno (Serra Pirinc), Arap (Can Bartu Arslan), and Vefa (Durukan Celikkaya) are childhood friends who have been raised together in the same neighborhood. They can do anything for their friendship. Even though they come from poor families, they still know how to have fun and enjoy themselves.  While Ali, Zeyno, and Arap go to the neighborhood high school, their intelligent friend Vefa goes to a private college with a scholarship.",tt19759234,https://www.imdb.com/title/tt19759234/,tt19759234
https://www.turkishdrama.com/more-beautiful-than-you-senden-daha-guzel-tv-series.html,Senden Daha Guzel,More Beautiful Than You,Romantic Comedy,8.0,Fox TV,7-Jun-22,Present,Gold Film,Deniz Kolos (episode 1); Hakan Kirvavac (Ketche) (episodes 2 and more),Ayse Uner Kutlu,Efsun (Cemre Baysel) is a young and beautiful girl who works as a dermatologist in a small village. She has a cozy life and lives happily together with her father on a village farm. She has never seen her mother since she was a little child.  Efsun’s life changes all of a sudden when she hears back from her long-lost mother Pervin.,,,
https://www.turkishdrama.com/our-father-baba-tv-series.html,Baba,Our Father,Drama,15.0,Show TV,,,Ay Yapim,Cagri Bayrak,"Gokhan Horzum, Ekin Atalar",Emin Saruhanli (Haluk Bilginer) is a strong and authoritarian father who strongly adheres to family ties and traditions. He lives in a small town and has an ordinary life together with his family. He is married to Fazilet for 47 years and has three sons and one daughter.  Yasar (Deniz Hamzaoglu) is the eldest son of Saruhanli family. He is married to Binnur (Sedef Akalin). He is obedient to his parents and never objects to their decisions.,tt0068646,https://www.imdb.com/title/tt0068646/,tt0068646
https://www.turkishdrama.com/the-tale-of-the-far-city-uzak-sehrin-masali-tv-series.html,Uzak Sehrin Masali,The Tale of the Far City,"Drama, Romance",5.0,Fox tv,12-Sep-21,14-Oct-21,25 Film,Mustafa Sevki Dogan,Can Sinan; Alper Caglayan,"Umay (Aslihan Guner) is a beautiful woman who is married and has two children. She is the bride of Demirkanlar family and lives in a big mansion together with his mother-in-law Aliye (Zeynep Eronat).  Umay suffers from her husband’s cruelty and domestic violence. Even though her husband Affan (Timur Acar) loves her, he drinks alcohol and cannot control his anger.",tt13856758,https://www.imdb.com/title/tt13856758/,tt13856758
https://www.turkishdrama.com/midnight-at-the-pera-palace-tv-series.html,Pera Palas’ta Gece Yarisi,Midnight at the Pera Palace,"Mistery, Romance, Time Travelling",8.0,Netflix,3-Mar-22,Present,Karga Seven Pictures,"Emre Sahin, Nisan Dag",Elif Usman (adapted from Charles King’s book of Midnight at the Pear Palace),This tv series is adapted from Charles King’s book of Midnight at the Pear Palace.  Esra (Hazal Kaya) is a young and passionate journalist who dreams to make a change in history. She has grown up in an orphanage without knowing anything about her past and her parents.,,,
https://www.turkishdrama.com/alparslan-the-great-seljuks-tv-series.html,Alparslan Buyuk Selcuklu,Alparslan The Great Seljuks,"Historical, Action, Drama",27.0,TRT 1,8-Nov-21,Present,Akli Film,Sedat Inci,Serdar Ozonalan; Emre Konuk,"The story takes place in 1048. During that time, Anatolia (today’s Turkish lands) was under the Byzantine rule. Alparslan The Great Seljuks is a spin-off from Turkish series The Great Seljuks: Guardians of Justice.  Alparslan (Baris Arduc) is a successful warrior who is brave, fearless and determined. He takes the name of Alp Arslan (literally Heroic Lion in Turkish) thanks to his military prowess and fighting skills.",,,
https://www.turkishdrama.com/my-son-oglum-tv-series.html,Oglum,My Son,Drama,15.0,Show Tv,9-Feb-22,25-May-22,Ay Yapim,Gokcen Usta,"Hurer Ebeoglu, Sevgi Yilmaz",Efe is a 12 years-old boy who has some problems in his family. He does have a good communication with his parents. He spends most of his time by playing computer games in order to get away from his problems.  Efe lives in a big house together with his mother Zeynep (Songul Oden) and his father Tugrul (Feyyaz Duman). His mother is a teacher who works at the same school where Efe goes. His father is a businessperson who generally complains about his wife’s way of child raising.,tt0374917,https://www.imdb.com/title/tt0374917/,tt0374917
https://www.turkishdrama.com/ethos-bir-baskadir-tv-series.html,Bir Baskadir,Ethos,Drama,8.0,Netflix,,,Krek Film,Berkun Oya,Berkun Oya,"Meryem (Oyku Karayel) is a young woman who comes from a conservative family and lives on rural outskirts of Istanbul. She lives happily together with her brother Yasin (Fatih Artman), her sister-in-law and her nephew.  Meryem is a primary school graduate. She works as a cleaning lady and works at the houses of rich people. Each day, she sees other people’s lives which are very different from her modest life.",tt11301642,https://www.imdb.com/title/tt11301642/,tt11301642
https://www.turkishdrama.com/three-sisters-uc-kiz-kardes-tv-series.html,Uc Kiz Kardes,Three Sisters,"Drama, Romance",53.0,Kanald,22-Feb-22,Present,Surec Film,Eda Teksoz,Betul Yagsagan (episodes 1-2); Nilufer Ozcelik (episodes 3-); Sevgi Yilmaz (episodes 3-),"Three Sisters tv series is an adaptation of a best-seller novel of the Turkish author Iclal Aydin with the same name.  The story takes place in Ayvalik in 1998.Nesrin (Iclal Aydin) and Sadik (Reha Ozcan) have been married for 25 years. They have a happy life in a small town at the Aegean coast. They live happily together with their three daughters: Turkan (Ozgu Kaya), Donus (Almila Ada), and Derya (Melisa Berberoglu).",,,
https://www.turkishdrama.com/destiny-elkizi-tv-series.html,Elkizi,Destiny,"Drama, Romance",13.0,Fox Tv,23-Oct-21,30-Jan-22,NTC Medya,Feride Kaytan,Hilal Yildiz; Nazli Sunlu Kacan; Yekta Torun; Serap Gazel,Ezo (Sevda Erginci) is a young and beautiful girl who has a difficult life. She is like a prisoner in a big Bozdagli farm. She has a wealthy life together with her father Resul (Fikret Kuskan) and her stepmother.  Ezo is like her mother Zeliha (Sedef Avci) who committed suicide and passed away years ago. She is stubborn and unyielding. She does not obey the rules set by her father.,tt15281706,https://www.imdb.com/title/tt15281706/,tt15281706
https://www.turkishdrama.com/wild-abandon-uysallar-tv-series.html,Uysallar,Wild Abandon,"Drama, black comedy",8.0,Netflix,,,Ay Yapim,Onur Saylak,Hakan Gunday,"Ozan Uysal (Oner Erkan) is a successful architect who seems to have a normal life. He is married to Nil (Songul Oden) and has two children Ege (Umut Yesildag) and Ece (Nilay Yeral).  Due to a midlife crisis, Ozan cannot stand for his life anymore. One day, he leaves a letter to his family and decides to run away from his boring life. He even goes to the airport but cannot manage to get on the plane due to bad weather conditions. Ozan returns to his home as if he has never attempted to run away and continues his normal life.",tt13317478,https://www.imdb.com/title/tt13317478/,tt13317478
https://www.turkishdrama.com/lawless-lands-kanunsuz-topraklar-tv-series.html,Kanunsuz Topraklar,Lawless Lands,"Drama, Romance, History",16.0,Fox Tv,29-Sep-21,9-Feb-22,Gold Film,"Faruk Teber (episodes 1-6), Yasin uslu (episodes 3-6); Cevdet Mercan (episodes 7-16)",Zulkuf Yucel (episodes 1-6); Zehra Gulenay Yucel (episodes 1-6); Can Sinan (episodes 7-16),"The story takes place in 1940s in Turkey.  Davut (Ugur Gunes) is a young guy who has a modest life with his siblings and his parents. He works as a worker at the coalmine together with his father and his brothers. He is fearless and cannot stand for injustice.One day, a tragedy happens in the coalmine due to the neglect of the boss. When it rains a lot, a mine owner Malik (Murat Daltapan) does not take it seriously despite all the warnings and does not let workers to stop working at the coalmine. Miners are locked down inside the coalmine and many of them pass away when the mine collapses.",tt13587828,https://www.imdb.com/title/tt13587828/,tt13587828
https://www.turkishdrama.com/defendant-mahkum-tv-series.html,Mahkum,Defendant,"Action, Drama, Mystery",17.0,Fox Tv,14-Dec-21,Present,MF Yapim,Volkan Kocaturk,Ugras Gunes (adaptated script); Choi Soo-Jin and Choi Chang-Hwan (original script),"Firat (Onur Tuna) is a successful prosecutor and the head of the violent crimes investigative division. He is clever, stubborn, brave and fearless. He never loses a case.  Firat has a modest life together with his wife and his daughter. Even though he does not earn so much, he is satisfied with his job and he has a happy marriage. Firat’s modest life turns upside down when he takes a murder case of Savas.",tt0183470,https://www.imdb.com/title/tt0183470/,tt0183470
https://www.turkishdrama.com/one-of-us-icimizden-biri-tv-series.html,Icimizden Biri,One of Us,Comedy,6.0,Show Tv,12-Sep-21,19-Oct-21,Surec Film,Ersoy Guler,Ersoy Guler,"Havva (Ozge Yagiz) is a beautiful, young girl who is a research assistant at the university. She has a cozy life in Marmaris together with her family who adheres strongly to its traditions. She is an ordinary Muslim girl.  Adam (Bora Akkas), on the other hand, is the son of an Irish Catholic pastor. His father William (Renan Bilek) loves Turkey similar to other Irish people from Drogheda due to fact that Ottoman Empire supported their economy when Ireland suffered from the economic crisis.",,,
https://www.turkishdrama.com/fatma-tv-series.html,Fatma,Fatma,"Drama, Crime, Thriller",6.0,Netflix,,,Netflix,"Ozer Feyzioglu, Ozgur Onurme",Ozgur Onurme,"Fatma (Burcu Biricik) is a middle-aged woman who becomes all alone after her little son passes away and her husband disappears. Her husband is released from prison recently and disappears without leaving any trace.  Fatma tries to do her best to find her husband. She files a complaint report to the police but never hears back. Thus, she starts to gather information from the people whom she knows.",tt0303998,https://www.imdb.com/title/tt0303998/,tt0303998
